,file_name,class,size
83628,9304.txt,car,3008
83629,9305.txt,car,5643
83630,9305.txt,car,3330
83631,9305.txt,car,2645
83632,9305.txt,car,233
83633,9305.txt,car,588
83634,9306.txt,car,30653
83635,9306.txt,car,783
83636,9306.txt,car,180
83637,9306.txt,car,432
83638,9306.txt,car,3948
83639,9306.txt,car,2847
83640,9307.txt,car,25669
83641,9307.txt,car,168
83642,9307.txt,car,352
83643,9307.txt,car,2660
83644,9307.txt,car,2048
83645,9308.txt,cyc,1876
83646,9308.txt,car,8034
83647,9308.txt,car,154
83648,9308.txt,car,320
83649,9308.txt,car,623
83650,9309.txt,car,164211
83651,9309.txt,car,1216
83652,931.txt,car,4800
83653,931.txt,car,7760
83654,931.txt,car,5785
83655,931.txt,car,513
83656,931.txt,car,646
83657,931.txt,car,480
83658,931.txt,car,1100
83659,931.txt,car,2418
83660,931.txt,car,357
83661,931.txt,car,1188
83662,931.txt,car,589
83663,931.txt,car,1100
83664,931.txt,car,2905
83665,931.txt,car,5775
83666,931.txt,car,8733
83667,931.txt,car,12956
83668,931.txt,car,37392
83669,931.txt,car,34484
83670,9310.txt,car,18752
83671,9310.txt,car,45672
83672,9311.txt,car,121832
83673,9311.txt,car,11748
83674,9312.txt,car,21182
83675,9312.txt,car,4189
83676,9313.txt,car,1892
83677,9313.txt,car,7344
83678,9314.txt,car,1116
83679,9314.txt,car,3450
83680,9315.txt,car,704
83681,9315.txt,car,1950
83682,9316.txt,car,545
83683,9316.txt,car,1344
83684,9317.txt,car,22046
83685,9317.txt,car,571
83686,9317.txt,car,1102
83687,9318.txt,car,3464
83688,9318.txt,car,26038
83689,9318.txt,car,1176
83690,9318.txt,car,600
83691,9319.txt,car,1120
83692,9319.txt,car,13670
83693,9319.txt,car,5358
83694,932.txt,car,6960
83695,932.txt,car,9671
83696,932.txt,car,12474
83697,932.txt,car,2296
83698,932.txt,car,5040
83699,932.txt,car,1464
83700,932.txt,car,194
83701,932.txt,car,425
83702,932.txt,car,558
83703,932.txt,car,448
83704,932.txt,car,400
83705,932.txt,car,168
83706,932.txt,car,1196
83707,932.txt,car,2310
83708,932.txt,car,3000
83709,932.txt,car,2822
83710,932.txt,car,7991
83711,932.txt,car,19712
83712,932.txt,car,4872
83713,932.txt,car,2574
83714,932.txt,car,38793
83715,932.txt,car,414
83716,9320.txt,car,3959
83717,9320.txt,car,7920
83718,9320.txt,car,46560
83719,9321.txt,car,125037
83720,9321.txt,car,2604
83721,9321.txt,car,5109
83722,9322.txt,car,966
83723,9322.txt,car,3348
83724,9322.txt,car,26250
83725,9323.txt,car,36900
83726,9323.txt,car,2275
83727,9323.txt,car,7866
83728,9324.txt,car,11931
83729,9324.txt,car,1738
83730,9324.txt,car,3478
83731,9325.txt,car,3331
83732,9325.txt,car,2035
83733,9325.txt,car,1330
83734,9326.txt,car,1540
83735,9326.txt,car,1024
83736,9326.txt,car,1408
83737,9327.txt,car,857
83738,9327.txt,car,900
83739,9327.txt,car,1026
83740,9328.txt,car,125404
83741,9328.txt,car,546
83742,9328.txt,car,770
83743,9328.txt,car,759
83744,9329.txt,car,211128
83745,9329.txt,car,340
83746,9329.txt,car,688
83747,9329.txt,car,567
83748,933.txt,car,4191
83749,933.txt,car,9476
83750,933.txt,car,8190
83751,933.txt,car,5628
83752,933.txt,car,4992
83753,933.txt,car,13272
83754,933.txt,car,233
83755,933.txt,car,5580
83756,933.txt,mot,8178
83757,933.txt,car,16600
83758,933.txt,car,7100
83759,933.txt,car,2673
83760,933.txt,car,1403
83761,9330.txt,car,44756
83762,9330.txt,car,68264
83763,9330.txt,car,270
83764,9330.txt,car,513
83765,9330.txt,car,649
83766,9331.txt,car,169226
83767,9331.txt,car,24704
83768,9331.txt,car,517
83769,9331.txt,car,425
83770,9332.txt,car,86640
83771,9332.txt,car,11160
83772,9332.txt,car,391
83773,9332.txt,car,540
83774,9332.txt,car,59040
83775,9333.txt,car,151257
83776,9333.txt,car,17976
83777,9333.txt,car,30523
83778,9333.txt,car,5984
83779,9333.txt,car,484
83780,9333.txt,car,352
83781,9334.txt,car,132804
83782,9334.txt,car,175179
83783,9334.txt,car,13832
83784,9334.txt,car,3584
83785,9334.txt,car,451
83786,9334.txt,car,280
83787,9335.txt,car,171765
83788,9335.txt,car,6650
83789,9335.txt,car,2397
83790,9335.txt,car,390
83791,9335.txt,car,280
83792,9335.txt,car,47124
83793,9336.txt,car,95135
83794,9336.txt,car,52592
83795,9336.txt,car,3630
83796,9336.txt,car,1806
83797,9336.txt,car,370
83798,9336.txt,car,220
83799,9336.txt,car,21840
83800,9337.txt,car,215600
83801,9337.txt,car,17982
83802,9337.txt,car,2250
83803,9337.txt,car,1296
83804,9337.txt,car,324
83805,9337.txt,car,207
83806,9337.txt,car,11242
83807,9338.txt,car,94400
83808,9338.txt,car,7584
83809,9338.txt,car,1476
83810,9338.txt,car,990
83811,9338.txt,car,306
83812,9338.txt,car,180
83813,9338.txt,car,6313
83814,9339.txt,car,26640
83815,9339.txt,car,3192
83816,9339.txt,car,945
83817,9339.txt,car,728
83818,9339.txt,car,288
83819,9339.txt,car,143
83820,9339.txt,car,3807
83821,934.txt,tru,10788
83822,934.txt,tru,11921
83823,934.txt,car,11904
83824,934.txt,car,6039
83825,934.txt,car,4367
83826,934.txt,car,2925
83827,934.txt,car,2714
83828,934.txt,car,720
83829,934.txt,car,999
83830,934.txt,car,774
83831,934.txt,car,1148
83832,934.txt,car,165
83833,934.txt,car,57630
83834,934.txt,car,1887
83835,934.txt,car,2263
83836,934.txt,car,5617
83837,934.txt,car,3395
83838,934.txt,mot,4686
83839,9340.txt,car,9636
83840,9340.txt,car,1760
83841,9340.txt,car,638
83842,9340.txt,car,480
83843,9340.txt,car,203
83844,9340.txt,car,140
83845,9340.txt,car,2394
83846,9341.txt,car,4437
83847,9341.txt,car,1044
83848,9341.txt,car,425
83849,9341.txt,car,414
83850,9341.txt,car,240
83851,9341.txt,car,110
83852,9341.txt,car,1519
83853,9342.txt,car,638
83854,9342.txt,car,308
83855,9342.txt,car,300
83856,9342.txt,car,224
83857,9342.txt,car,99
83858,9342.txt,car,1013
83859,9342.txt,car,2535
83860,9343.txt,car,10611
83861,9343.txt,car,1500
83862,9343.txt,car,432
83863,9343.txt,car,204
83864,9343.txt,car,204
83865,9343.txt,car,189
83866,9343.txt,car,672
83867,9343.txt,car,72
83868,9344.txt,car,27416
83869,9344.txt,car,12236
83870,9344.txt,car,984
83871,9344.txt,car,494
83872,9344.txt,car,294
83873,9344.txt,car,210
83874,9345.txt,car,16833
83875,9345.txt,car,4180
83876,9345.txt,car,46268
83877,9345.txt,car,400
83878,9345.txt,car,600
83879,9345.txt,car,142
83880,9346.txt,car,127568
83881,9346.txt,car,9165
83882,9346.txt,car,414
83883,9346.txt,car,308
83884,9347.txt,car,107400
83885,9347.txt,car,24197
83886,9347.txt,car,352
83887,9347.txt,car,233
83888,9347.txt,car,3330
83889,9348.txt,car,119974
83890,9348.txt,car,9432
83891,9348.txt,car,322
83892,9348.txt,car,246
83893,9349.txt,car,13365
83894,9349.txt,car,41601
83895,9349.txt,car,4675
83896,9349.txt,car,266
83897,9349.txt,car,209
83898,935.txt,tru,18221
83899,935.txt,car,7735
83900,935.txt,tru,10010
83901,935.txt,car,14382
83902,935.txt,car,391
83903,935.txt,car,490
83904,935.txt,car,1871
83905,935.txt,car,2729
83906,935.txt,car,8820
83907,935.txt,car,32364
83908,935.txt,per,11373
83909,935.txt,per,10530
83910,935.txt,car,75364
83911,9350.txt,car,1056
83912,9350.txt,car,22356
83913,9350.txt,car,18500
83914,9350.txt,car,2760
83915,9350.txt,car,233
83916,9350.txt,car,198
83917,9351.txt,car,165
83918,9351.txt,car,220
83919,9351.txt,car,1748
83920,9351.txt,car,9344
83921,9351.txt,car,3721
83922,9351.txt,car,18303
83923,9352.txt,car,1998
83924,9352.txt,car,13858
83925,9352.txt,car,5723
83926,9352.txt,car,1088
83927,9352.txt,car,126
83928,9352.txt,car,192
83929,9353.txt,car,10833
83930,9353.txt,car,3927
83931,9353.txt,car,840
83932,9353.txt,car,168
83933,9353.txt,car,160
83934,9354.txt,car,8094
83935,9354.txt,car,2752
83936,9354.txt,car,571
83937,9354.txt,car,37632
83938,9355.txt,car,110466
83939,9355.txt,car,5050
83940,9355.txt,car,2145
83941,9355.txt,car,525
83942,9356.txt,car,113896
83943,9356.txt,car,4320
83944,9356.txt,car,1632
83945,9356.txt,car,414
83946,9356.txt,car,155001
83947,9357.txt,car,1333
83948,9357.txt,car,315
83949,9357.txt,car,3393
83950,9357.txt,car,218500
83951,9357.txt,car,77624
83952,9357.txt,car,15423
83953,9358.txt,car,127641
83954,9358.txt,car,2555
83955,9358.txt,car,1102
83956,9358.txt,car,228
83957,9358.txt,car,31980
83958,9358.txt,car,86856
83959,9359.txt,car,66132
83960,9359.txt,car,42632
83961,9359.txt,car,1380
83962,9359.txt,car,816
83963,9359.txt,car,15438
83964,9359.txt,car,104251
83965,9359.txt,car,187
83966,936.txt,tru,48024
83967,936.txt,tru,11039
83968,936.txt,tru,1440
83969,936.txt,car,3318
83970,936.txt,car,1705
83971,936.txt,car,1344
83972,936.txt,car,972
83973,936.txt,car,180
83974,936.txt,car,1376
83975,936.txt,car,1840
83976,936.txt,per,2790
83977,936.txt,per,2208
83978,936.txt,per,6650
83979,936.txt,car,29824
83980,936.txt,car,24510
83981,9360.txt,car,154528
83982,9360.txt,car,18240
83983,9360.txt,car,41998
83984,9360.txt,car,7455
83985,9360.txt,car,768
83986,9361.txt,car,112305
83987,9361.txt,car,9660
83988,9361.txt,car,630
83989,9361.txt,car,4060
83990,9361.txt,car,19779
83991,9362.txt,car,38570
83992,9362.txt,car,6327
83993,9362.txt,car,560
83994,9362.txt,car,11374
83995,9362.txt,car,2448
83996,9363.txt,car,17528
83997,9364.txt,car,103620
83998,9365.txt,car,90860
83999,9366.txt,car,33320
84000,9367.txt,car,17613
84001,9367.txt,car,12510
84002,9368.txt,car,19311
84003,9368.txt,car,10033
84004,9369.txt,car,6080
84005,9369.txt,car,16450
84006,9369.txt,car,47107
84007,937.txt,per,2300
84008,937.txt,tru,2980
84009,937.txt,car,79109
84010,937.txt,tru,3339
84011,937.txt,tru,374
84012,937.txt,car,1419
84013,937.txt,car,1008
84014,937.txt,car,936
84015,937.txt,car,361
84016,937.txt,car,475
84017,937.txt,car,110
84018,937.txt,car,30960
84019,937.txt,car,36348
84020,937.txt,car,19879
84021,937.txt,car,11316
84022,937.txt,per,560
84023,937.txt,per,864
84024,937.txt,per,1474
84025,9370.txt,car,4104
84026,9370.txt,car,6900
84027,9370.txt,car,98840
84028,9371.txt,car,3055
84029,9371.txt,car,97104
84030,9372.txt,car,2320
84031,9372.txt,car,48160
84032,9372.txt,car,56127
84033,9373.txt,car,2090
84034,9373.txt,car,25168
84035,9373.txt,car,111188
84036,9374.txt,car,1800
84037,9374.txt,car,13205
84038,9374.txt,car,140751
84039,9375.txt,car,79599
84040,9375.txt,car,1376
84041,9375.txt,car,7154
84042,9375.txt,car,120768
84043,9376.txt,cyc,7565
84044,9376.txt,car,44330
84045,9376.txt,car,1092
84046,9376.txt,car,3776
84047,9376.txt,car,208242
84048,9377.txt,car,158593
84049,9377.txt,car,857
84050,9377.txt,car,2021
84051,9377.txt,car,18018
84052,9377.txt,cyc,4760
84053,9378.txt,car,42432
84054,9378.txt,car,648
84055,9378.txt,car,1320
84056,9378.txt,car,9159
84057,9378.txt,cyc,2304
84058,9379.txt,car,18795
84059,9379.txt,car,598
84060,9379.txt,car,945
84061,9379.txt,car,5858
84062,9379.txt,cyc,1254
84063,9379.txt,cyc,612
84064,938.txt,tru,11808
84065,938.txt,tru,4453
84066,938.txt,tru,54026
84067,938.txt,tru,1880
84068,938.txt,car,2067
84069,938.txt,car,224
84070,938.txt,per,387
84071,938.txt,per,312
84072,938.txt,per,380
84073,938.txt,car,4268
84074,938.txt,car,4752
84075,938.txt,car,8418
84076,938.txt,car,20776
84077,938.txt,car,62195
84078,9380.txt,car,11122
84079,9380.txt,car,483
84080,9380.txt,car,704
84081,9380.txt,car,4386
84082,9380.txt,cyc,918
84083,9380.txt,cyc,390
84084,9381.txt,car,462
84085,9381.txt,car,651
84086,9381.txt,car,3300
84087,9381.txt,car,7276
84088,9381.txt,car,67521
84089,9382.txt,car,5162
84090,9382.txt,car,440
84091,9382.txt,car,513
84092,9382.txt,car,2747
84093,9382.txt,car,150232
84094,9383.txt,car,4055
84095,9383.txt,car,399
84096,9383.txt,car,450
84097,9383.txt,car,2280
84098,9383.txt,car,202530
84099,9384.txt,car,139163
84100,9384.txt,car,132696
84101,9384.txt,car,3243
84102,9384.txt,car,360
84103,9384.txt,car,312
84104,9384.txt,car,1925
84105,9385.txt,car,69841
84106,9385.txt,car,205110
84107,9385.txt,car,2646
84108,9385.txt,car,342
84109,9385.txt,car,322
84110,9385.txt,car,1683
84111,9386.txt,car,125928
84112,9386.txt,car,29970
84113,9386.txt,car,1305
84114,9386.txt,car,200
84115,9386.txt,car,272
84116,9386.txt,car,2035
84117,9386.txt,car,243955
84118,9387.txt,car,112128
84119,9387.txt,car,1617
84120,9387.txt,car,255
84121,9387.txt,car,1065
84122,9387.txt,car,13020
84123,9387.txt,car,201500
84124,9388.txt,car,33976
84125,9388.txt,car,1218
84126,9388.txt,car,225
84127,9388.txt,car,792
84128,9388.txt,car,6486
84129,9388.txt,car,95342
84130,9389.txt,car,11676
84131,9389.txt,car,875
84132,9389.txt,car,210
84133,9389.txt,car,567
84134,9389.txt,car,2550
84135,9389.txt,car,22288
84136,939.txt,car,4107
84137,939.txt,car,10282
84138,939.txt,car,5700
84139,939.txt,tru,26442
84140,939.txt,tru,2021
84141,939.txt,tru,620
84142,939.txt,car,500
84143,939.txt,per,341
84144,939.txt,per,290
84145,939.txt,car,2210
84146,939.txt,car,1920
84147,939.txt,car,675
84148,939.txt,car,4830
84149,939.txt,car,13050
84150,939.txt,car,30916
84151,9390.txt,car,5700
84152,9390.txt,car,644
84153,9390.txt,car,182
84154,9390.txt,car,361
84155,9390.txt,car,1505
84156,9390.txt,car,9072
84157,9391.txt,car,504
84158,9391.txt,car,3105
84159,9391.txt,car,142
84160,9391.txt,car,288
84161,9391.txt,car,4664
84162,9391.txt,car,910
84163,9392.txt,car,414
84164,9392.txt,car,2204
84165,9392.txt,car,120
84166,9392.txt,car,204
84167,9392.txt,car,551
84168,9392.txt,car,2665
84169,9392.txt,car,184775
84170,9393.txt,car,224112
84171,9393.txt,car,1584
84172,9393.txt,car,360
84173,9393.txt,car,129
84174,9393.txt,car,150
84175,9393.txt,car,375
84176,9393.txt,car,1820
84177,9394.txt,car,84434
84178,9394.txt,car,1218
84179,9394.txt,car,289
84180,9394.txt,car,88
84181,9394.txt,car,144
84182,9394.txt,car,242
84183,9394.txt,car,1504
84184,9394.txt,car,28175
84185,9395.txt,car,34980
84186,9395.txt,car,999
84187,9395.txt,car,256
84188,9395.txt,car,108
84189,9395.txt,car,112
84190,9395.txt,car,231
84191,9395.txt,car,1176
84192,9395.txt,car,42230
84193,9396.txt,car,31302
84194,9396.txt,car,16240
84195,9396.txt,car,792
84196,9396.txt,car,961
84197,9396.txt,car,189
84198,9396.txt,car,195
84199,9397.txt,car,14973
84200,9397.txt,car,9078
84201,9397.txt,car,598
84202,9397.txt,car,748
84203,9397.txt,car,200
84204,9397.txt,car,21210
84205,9398.txt,car,26871
84206,9398.txt,car,6375
84207,9398.txt,car,420
84208,9398.txt,car,630
84209,9398.txt,car,15355
84210,9399.txt,car,24948
84211,9399.txt,car,4752
84212,9399.txt,car,306
84213,9399.txt,car,580
84214,9399.txt,car,10850
84215,94.txt,car,31200
84216,94.txt,car,330
84217,940.txt,car,2000
84218,940.txt,car,11445
84219,940.txt,car,12000
84220,940.txt,car,4558
84221,940.txt,car,2997
84222,940.txt,tru,3010
84223,940.txt,tru,5992
84224,940.txt,car,207
84225,940.txt,per,192
84226,940.txt,per,115
84227,940.txt,car,1152
84228,940.txt,car,3720
84229,940.txt,car,9861
84230,940.txt,car,24521
84231,9400.txt,car,20350
84232,9400.txt,car,3654
84233,9400.txt,car,238
84234,9400.txt,car,468
84235,9400.txt,car,9548
84236,9401.txt,car,17390
84237,9401.txt,car,3078
84238,9401.txt,car,459
84239,9401.txt,car,234
84240,9401.txt,car,7920
84241,9401.txt,car,102336
84242,9401.txt,car,87150
84243,9402.txt,car,148852
84244,9402.txt,car,219660
84245,9402.txt,car,7020
84246,9402.txt,car,2448
84247,9402.txt,car,6288
84248,9402.txt,car,425
84249,9402.txt,car,176
84250,9403.txt,car,196862
84251,9403.txt,car,149040
84252,9403.txt,car,3528
84253,9403.txt,car,1845
84254,9403.txt,car,360
84255,9404.txt,car,43582
84256,9404.txt,car,1365
84257,9404.txt,car,37200
84258,9404.txt,car,1406
84259,9404.txt,car,272
84260,9405.txt,per,13504
84261,9405.txt,car,6283
84262,9405.txt,car,14259
84263,9405.txt,car,14833
84264,9405.txt,car,1122
84265,9405.txt,car,280
84266,9405.txt,car,374
84267,9406.txt,car,30644
84268,9406.txt,car,7866
84269,9406.txt,car,870
84270,9406.txt,car,7875
84271,9406.txt,per,14076
84272,9406.txt,car,8800
84273,9406.txt,car,3311
84274,9406.txt,car,246
84275,9407.txt,car,31464
84276,9407.txt,car,5005
84277,9407.txt,car,756
84278,9407.txt,car,4956
84279,9407.txt,per,13230
84280,9407.txt,car,8288
84281,9407.txt,car,4554
84282,9407.txt,car,204
84283,9408.txt,car,6992
84284,9408.txt,per,9802
84285,9408.txt,car,3535
84286,9408.txt,car,650
84287,9408.txt,car,3431
84288,9408.txt,car,21616
84289,9408.txt,car,187
84290,9409.txt,car,12642
84291,9409.txt,car,2583
84292,9409.txt,car,552
84293,9409.txt,car,2464
84294,9409.txt,car,2970
84295,9409.txt,per,9513
84296,9409.txt,car,176
84297,941.txt,car,1428
84298,941.txt,car,3132
84299,941.txt,car,10070
84300,941.txt,car,3100
84301,941.txt,car,37191
84302,941.txt,car,4004
84303,941.txt,car,1299
84304,941.txt,tru,2263
84305,941.txt,tru,2016
84306,941.txt,car,819
84307,941.txt,car,1481
84308,941.txt,car,3920
84309,941.txt,car,13038
84310,941.txt,car,24310
84311,9410.txt,car,285
84312,9410.txt,car,26376
84313,9411.txt,car,13356
84314,9411.txt,car,270
84315,9412.txt,car,270
84316,9412.txt,car,7676
84317,9412.txt,car,4002
84318,9413.txt,car,4524
84319,9413.txt,car,3818
84320,9414.txt,car,2760
84321,9414.txt,car,2926
84322,9415.txt,car,1920
84323,9415.txt,car,1850
84324,9416.txt,car,1280
84325,9416.txt,car,1428
84326,9416.txt,car,8008
84327,9416.txt,cyc,3304
84328,9416.txt,cyc,2491
84329,9417.txt,car,1008
84330,9417.txt,car,672
84331,9417.txt,cyc,782
84332,9417.txt,car,18720
84333,9417.txt,car,12462
84334,9418.txt,car,744
84335,9418.txt,car,10656
84336,9418.txt,car,23684
84337,9419.txt,car,11360
84338,9419.txt,car,4416
84339,9419.txt,car,560
84340,942.txt,car,6018
84341,942.txt,car,11440
84342,942.txt,car,60398
84343,942.txt,car,4536
84344,942.txt,car,1350
84345,942.txt,car,660
84346,942.txt,tru,1512
84347,942.txt,tru,972
84348,942.txt,car,544
84349,942.txt,car,779
84350,942.txt,car,1541
84351,942.txt,car,4747
84352,942.txt,car,9120
84353,942.txt,car,6164
84354,942.txt,car,5907
84355,9420.txt,car,4277
84356,9420.txt,car,2145
84357,9420.txt,car,352
84358,9420.txt,car,14625
84359,9421.txt,car,272
84360,9421.txt,car,2135
84361,9421.txt,car,1247
84362,9421.txt,car,66330
84363,9422.txt,car,86800
84364,9422.txt,car,1025
84365,9422.txt,car,920
84366,9422.txt,car,194
84367,9423.txt,car,21527
84368,9423.txt,car,858
84369,9423.txt,car,156
84370,9423.txt,cyc,3135
84371,9424.txt,cyc,3519
84372,9424.txt,car,11858
84373,9424.txt,car,720
84374,9425.txt,car,39690
84375,9425.txt,car,1560
84376,9426.txt,car,23046
84377,9426.txt,car,1269
84378,9427.txt,car,1080
84379,9427.txt,car,10283
84380,9427.txt,cyc,2332
84381,9428.txt,car,58056
84382,9428.txt,cyc,1299
84383,9428.txt,car,4864
84384,9428.txt,car,984
84385,9429.txt,car,187033
84386,9429.txt,car,8777
84387,9429.txt,car,704
84388,9429.txt,car,146927
84389,943.txt,car,9804
84390,943.txt,car,5400
84391,943.txt,car,3551
84392,943.txt,car,2440
84393,943.txt,car,1886
84394,943.txt,car,2244
84395,943.txt,car,11242
84396,943.txt,car,1120
84397,943.txt,car,2046
84398,943.txt,car,4788
84399,943.txt,car,15930
84400,943.txt,tru,55458
84401,9430.txt,car,226745
84402,9430.txt,car,1216
84403,9430.txt,car,660
84404,9430.txt,car,162027
84405,9431.txt,car,56794
84406,9431.txt,car,589
84407,9431.txt,car,49737
84408,9432.txt,car,17340
84409,9432.txt,car,459
84410,9432.txt,car,17820
84411,9433.txt,car,7770
84412,9433.txt,car,345
84413,9433.txt,car,8132
84414,9434.txt,car,12408
84415,9434.txt,car,4455
84416,9434.txt,car,360
84417,9434.txt,car,4920
84418,9435.txt,car,3400
84419,9435.txt,car,294
84420,9435.txt,car,3128
84421,9435.txt,car,174001
84422,9436.txt,car,205332
84423,9436.txt,car,2240
84424,9436.txt,car,2296
84425,9436.txt,car,233
84426,9437.txt,car,1666
84427,9437.txt,car,204
84428,9437.txt,car,1824
84429,9437.txt,car,57135
84430,9437.txt,car,84788
84431,9437.txt,car,2322
84432,9438.txt,car,3848
84433,9438.txt,car,19888
84434,9438.txt,car,1271
84435,9438.txt,car,1386
84436,9438.txt,car,154413
84437,9439.txt,car,137740
84438,9439.txt,car,9243
84439,9439.txt,car,756
84440,9439.txt,car,1044
84441,9439.txt,car,103740
84442,944.txt,car,6254
84443,944.txt,car,17750
84444,944.txt,car,4060
84445,944.txt,car,3264
84446,944.txt,car,1716
84447,944.txt,car,1395
84448,944.txt,car,1440
84449,944.txt,car,1768
84450,944.txt,tru,342
84451,944.txt,car,3094
84452,944.txt,car,5049
84453,944.txt,car,7739
84454,944.txt,car,40934
84455,944.txt,tru,36180
84456,9440.txt,car,118439
84457,9440.txt,car,5192
84458,9440.txt,car,700
84459,9440.txt,car,924
84460,9440.txt,car,33663
84461,9441.txt,car,32472
84462,9441.txt,car,3750
84463,9441.txt,car,616
84464,9441.txt,car,576
84465,9441.txt,car,15194
84466,9442.txt,car,15334
84467,9442.txt,car,3036
84468,9442.txt,car,736
84469,9442.txt,car,8910
84470,9443.txt,car,19669
84471,9444.txt,car,73245
84472,9445.txt,car,128712
84473,9446.txt,car,73486
84474,9447.txt,car,15694
84475,9447.txt,car,29861
84476,9448.txt,car,15504
84477,9448.txt,car,16450
84478,9449.txt,car,10593
84479,9449.txt,car,10744
84480,945.txt,tru,18018
84481,945.txt,car,10988
84482,945.txt,car,7310
84483,945.txt,tru,256
84484,945.txt,car,1107
84485,945.txt,car,1134
84486,945.txt,car,935
84487,945.txt,car,1020
84488,945.txt,car,1887
84489,945.txt,car,2688
84490,945.txt,car,1170
84491,945.txt,car,4032
84492,945.txt,tru,19082
84493,945.txt,car,36312
84494,9450.txt,car,4148
84495,9450.txt,car,6425
84496,9451.txt,car,1271
84497,9451.txt,car,4367
84498,9452.txt,car,68016
84499,9452.txt,car,3360
84500,9453.txt,car,169893
84501,9453.txt,car,2400
84502,9454.txt,car,187052
84503,9454.txt,car,1961
84504,9455.txt,car,87639
84505,9455.txt,car,1598
84506,9456.txt,car,32340
84507,9456.txt,car,1218
84508,9456.txt,car,98335
84509,9456.txt,car,61746
84510,9457.txt,car,883
84511,9457.txt,car,14130
84512,9457.txt,car,232231
84513,9457.txt,car,161873
84514,9458.txt,car,94424
84515,9458.txt,car,6432
84516,9458.txt,car,736
84517,9458.txt,car,83740
84518,9459.txt,car,14014
84519,9459.txt,car,28438
84520,9459.txt,car,27552
84521,9459.txt,car,2805
84522,9459.txt,car,551
84523,946.txt,per,462
84524,946.txt,tru,50982
84525,946.txt,car,5015
84526,946.txt,car,4340
84527,946.txt,car,2030
84528,946.txt,car,1395
84529,946.txt,car,779
84530,946.txt,car,713
84531,946.txt,car,875
84532,946.txt,car,912
84533,946.txt,car,2967
84534,946.txt,car,2784
84535,946.txt,tru,14616
84536,946.txt,car,26216
84537,9460.txt,car,14480
84538,9460.txt,car,11454
84539,9460.txt,car,1677
84540,9460.txt,car,560
84541,9460.txt,car,13272
84542,9460.txt,car,21376
84543,9461.txt,car,24915
84544,9461.txt,car,6336
84545,9461.txt,car,1036
84546,9461.txt,car,408
84547,9461.txt,car,7424
84548,9461.txt,car,17654
84549,9462.txt,car,10800
84550,9462.txt,car,3951
84551,9462.txt,car,736
84552,9462.txt,car,374
84553,9462.txt,car,4311
84554,9462.txt,car,9150
84555,9463.txt,car,2856
84556,9463.txt,car,2337
84557,9463.txt,car,504
84558,9463.txt,car,308
84559,9463.txt,car,2940
84560,9463.txt,car,3900
84561,9463.txt,car,20532
84562,9464.txt,car,136944
84563,9464.txt,car,2091
84564,9464.txt,car,1813
84565,9464.txt,car,389
84566,9464.txt,car,280
84567,9464.txt,car,2088
84568,9464.txt,car,1470
84569,9465.txt,car,207965
84570,9465.txt,car,935
84571,9465.txt,car,1716
84572,9465.txt,car,259
84573,9465.txt,car,1485
84574,9465.txt,car,312
84575,9465.txt,car,870
84576,9466.txt,car,171080
84577,9466.txt,car,1410
84578,9466.txt,car,1260
84579,9466.txt,car,264
84580,9466.txt,car,246
84581,9466.txt,car,550
84582,9467.txt,car,90624
84583,9467.txt,car,1188
84584,9467.txt,car,1120
84585,9467.txt,car,625
84586,9467.txt,car,210
84587,9468.txt,car,45746
84588,9468.txt,car,506
84589,9468.txt,car,961
84590,9468.txt,car,975
84591,9468.txt,car,200
84592,9469.txt,car,21600
84593,9469.txt,car,22301
84594,9469.txt,car,759
84595,9469.txt,car,875
84596,947.txt,car,1271
84597,947.txt,tru,60516
84598,947.txt,per,250
84599,947.txt,car,3350
84600,947.txt,car,3551
84601,947.txt,car,1728
84602,947.txt,car,1189
84603,947.txt,car,672
84604,947.txt,car,660
84605,947.txt,car,792
84606,947.txt,car,888
84607,947.txt,car,1887
84608,947.txt,per,1344
84609,947.txt,tru,7680
84610,947.txt,car,21726
84611,947.txt,car,20554
84612,9470.txt,car,167895
84613,9470.txt,car,672
84614,9470.txt,car,528
84615,9470.txt,car,11500
84616,9471.txt,car,114932
84617,9471.txt,car,209622
84618,9471.txt,car,6912
84619,9471.txt,car,340
84620,9471.txt,car,520
84621,9472.txt,car,134970
84622,9472.txt,car,26754
84623,9472.txt,car,83952
84624,9472.txt,car,4680
84625,9472.txt,car,513
84626,9473.txt,car,99840
84627,9473.txt,car,194327
84628,9473.txt,car,21576
84629,9473.txt,car,3264
84630,9473.txt,car,400
84631,9474.txt,car,237975
84632,9474.txt,car,12864
84633,9474.txt,car,32335
84634,9474.txt,car,6630
84635,9474.txt,car,2226
84636,9474.txt,car,336
84637,9475.txt,car,118125
84638,9475.txt,car,79360
84639,9475.txt,car,15554
84640,9475.txt,car,2928
84641,9475.txt,car,1702
84642,9475.txt,car,322
84643,9476.txt,car,26649
84644,9476.txt,car,1224
84645,9476.txt,car,134692
84646,9476.txt,car,8580
84647,9476.txt,car,1312
84648,9476.txt,car,294
84649,9477.txt,car,43056
84650,9477.txt,car,12416
84651,9477.txt,car,4453
84652,9477.txt,car,1044
84653,9477.txt,car,760
84654,9477.txt,car,192
84655,9478.txt,car,23643
84656,9478.txt,car,7676
84657,9478.txt,car,518
84658,9478.txt,car,220
84659,9478.txt,car,924
84660,9478.txt,car,2800
84661,9478.txt,car,20196
84662,9479.txt,car,5460
